100,1
200,1
300,5
400,2
500,4
600,2
700,1
800,2
900,1
1000,5
1100,7
1200,5
1300,4
1400,2
1500,5
1600,5
1700,6
1800,6
1900,9
2000,6
2100,11
2200,10
2300,11
2400,7
2500,9
2600,14
2700,14
2800,15
2900,15
3000,16
3100,16
3200,16
3300,16
3400,17
3500,17
3600,16
3700,17
3800,17
3900,18
4000,18
4100,18
4200,18
4300,18
4400,18
4500,18
4600,18
4700,18
4800,18
4900,18
5000,18
5100,18
5200,18
5300,18
100,1
200,1
100,9
200,23
300,30
400,26
500,26
600,15
700,18
800,22
900,18
1000,7
1100,17
1200,9
1300,11
1400,22
1500,10
1600,11
1700,9
1800,10
1900,17
2000,32
2100,18
2200,32
2300,10
2400,9
2500,7
2600,28
2700,20
2800,28
2900,7
3000,13
3100,15
3200,7
3300,14
3400,19
3500,29
3600,21
3700,20
3800,29
3900,19
4000,19
4100,17
4200,22
4300,20
4400,25
4500,15
4600,15
4700,22
4800,21
4900,27
5000,21
5100,24
5200,22
5300,14
5400,16
5500,34
5600,13
5700,19
5800,23
5900,15
6000,11
6100,11
6200,14
6300,23
6400,17
6500,32
6600,44
6700,26
6800,35
6900,27
7000,44
7100,8
7200,2
7300,1
7400,1
7500,1
7600,1
7700,1
7800,1
7900,1
8000,1
8100,1
8200,1
8300,1
8400,1
8500,1
8600,1
8700,1
8800,1
8900,1
9000,1
9100,1
9200,1
9300,1
9400,1
9500,1
9600,1
9700,1
9800,1
9900,1
10000,1
10100,1
10200,1
10300,1
10400,1
10500,1
10600,1
10700,1
10800,1
10900,1
11000,1
11100,1
11200,1
11300,1
11400,1
100,8
200,34
300,23
400,22
500,15
600,16
700,14
800,17
900,11
1000,10
1100,11
1200,12
1300,8
1400,17
1500,11
1600,22
1700,20
1800,8
1900,16
2000,9
2100,12
2200,28
2300,6
2400,18
2500,16
2600,29
2700,43
2800,38
2900,44
3000,39
3100,63
3200,50
3300,53
3400,62
3500,57
3600,65
3700,63
3800,47
3900,89
4000,75
4100,66
4200,40
4300,32
4400,20
4500,39
4600,41
4700,24
4800,24
4900,30
5000,18
5100,9
5200,16
5300,12
5400,15
5500,14
5600,16
5700,31
5800,20
5900,9
6000,5
6100,8
6200,9
6300,28
6400,33
6500,44
6600,36
6700,40
6800,42
6900,37
7000,39
7100,7
7200,0
7300,0
7400,0
7500,0
7600,0
7700,0
7800,0
7900,0
8000,0
8100,0
8200,0
8300,0
8400,0
8500,0
8600,0
8700,0
8800,0
8900,0
9000,0
9100,0
9200,0
9300,0
9400,0
9500,0
9600,0
9700,0
9800,0
9900,0
10000,0
10100,0
10200,0
10300,0
10400,0
10500,0
10600,0
10700,0
10800,0
10900,0
11000,0
11100,0
11200,0
11300,0
11400,0
11500,0
11600,0
11700,0
11800,0
11900,0
12000,0
12100,0
12200,0
12300,0
12400,0
